"","Title","Artist","Year","Museum","Id"
"85031","Untitled","Birgit Megerle",2003,"Moma",21883
"85032","Untitled","Julie Mehretu",2004,"Moma",21884
"85033","Untitled","Bjarne Melgaard",2002,"Moma",21885
"85034","Untitled","Bjarne Melgaard",2002,"Moma",21886
"85035","Untitled","Bjarne Melgaard",2002,"Moma",21887
"85036","Untitled","Ana Mendieta",1983,"Moma",21888
"85037","Untitled from Noi giriamo intorno alle case o girano intorno a noi?","Mario Merz",1982,"Moma",21889
"85038","Untitled","Marisa Merz",1996,"Moma",21890
"85039","Random Signs, Pferd, Abstract (Bubbles), Clown","Claudia Müller, Julia Müller",2000,"Moma",21891
"85040","Book of Days","Donald Moffett",2001,"Moma",21892
"85041","Model #1","Donald Moffett",2002,"Moma",21893
"85042","Model #2","Donald Moffett",2002,"Moma",21894
"85043","52 Zandloper Gedragingen Blindelings Genoteerd (3 minuten tekening)","Pieter Laurens Mol",1973,"Moma",21895
"85044","Excerpts from book one (bricks)","Matthew Monahan",2002,"Moma",21896
"85045","Excerpts from book one (wall)","Matthew Monahan",2002,"Moma",21897
"85046","Excerpts from book one (wood scaffold)","Matthew Monahan",2002,"Moma",21898
"85047","If Only","Jonathan Monk",1996,"Moma",21899
"85048","If Only I Hired a Hit Man to Miss You","Jonathan Monk",1996,"Moma",21900
"85049","Stop Me If You Think That You've Heard This One Before","Jonathan Monk",2003,"Moma",21901
"85050","Needle-Brain Lloyd and the System Kid","Meredith Monk",1970,"Moma",21902
"85051","1º) 1.1.1 vertical, 1.1.1 horizontal, 2º) 1.1.1 vertical, 2.2.2 horizontal, 9º) 1.1.1 vertical, 9.9.9 horizontal","François Morellet",1976,"Moma",21903
"85052","Untitled","Moriceau + Mrzyk, Jean-Francois Moriceau, Petra Mrzyk",2002,"Moma",21904
"85053","Untitled","Moriceau + Mrzyk, Jean-Francois Moriceau, Petra Mrzyk",2003,"Moma",21905
"85054","Untitled","Moriceau + Mrzyk, Jean-Francois Moriceau, Petra Mrzyk",2002,"Moma",21906
"85055","Untitled","Moriceau + Mrzyk, Jean-Francois Moriceau, Petra Mrzyk",2002,"Moma",21907
"85056","Untitled","Moriceau + Mrzyk, Jean-Francois Moriceau, Petra Mrzyk",2002,"Moma",21908
"85057","Untitled","Moriceau + Mrzyk, Jean-Francois Moriceau, Petra Mrzyk",2002,"Moma",21909
"85058","Untitled","Moriceau + Mrzyk, Jean-Francois Moriceau, Petra Mrzyk",2002,"Moma",21910
"85059","Untitled","Moriceau + Mrzyk, Jean-Francois Moriceau, Petra Mrzyk",2003,"Moma",21911
"85060","Untitled","Moriceau + Mrzyk, Jean-Francois Moriceau, Petra Mrzyk",2002,"Moma",21912
"85061","Untitled","Moriceau + Mrzyk, Jean-Francois Moriceau, Petra Mrzyk",2003,"Moma",21913
"85062","Untitled","Moriceau + Mrzyk, Jean-Francois Moriceau, Petra Mrzyk",2002,"Moma",21914
"85063","Untitled","Moriceau + Mrzyk, Jean-Francois Moriceau, Petra Mrzyk",2002,"Moma",21915
"85064","Untitled","Moriceau + Mrzyk, Jean-Francois Moriceau, Petra Mrzyk",2003,"Moma",21916
"85065","Lonely Twins","Teresa Moro",1999,"Moma",21917
"85066","Self-Portrait","Teresa Moro",2002,"Moma",21918
"85067","Parece que no pasa nada (It Seems That Nothing Happens)","Teresa Moro",2003,"Moma",21919
"85068","Parece que no pasa nada (It Seems That Nothing Happens)","Teresa Moro",2003,"Moma",21920
"85069","Parece que no pasa nada (It Seems That Nothing Happens)","Teresa Moro",2003,"Moma",21921
"85070","Drawing for Theresa Pan","John Morris",2000,"Moma",21922
"85071","Creative Destruction #10 (A Drawing for Joseph Schumpeter)","John Morris",2001,"Moma",21923
"85072","Scape","Paul Morrison",2001,"Moma",21924
"85073","Bracken","Paul Morrison",2003,"Moma",21925
"85074","Iris","Paul Morrison",2003,"Moma",21926
"85075","Atlantic (#6)","Aaron Morse",2003,"Moma",21927
"85076","Bloody Redcoats","Aaron Morse",2003,"Moma",21928
"85077","Cloud World","Aaron Morse",2003,"Moma",21929
"85078","Hawkeye (#3)","Aaron Morse",2003,"Moma",21930
"85079","Leatherstocking (#3)","Aaron Morse",2003,"Moma",21931
"85080","Supernova (Sea Life)","Aaron Morse",2003,"Moma",21932
"85081","Imanuel Kant","Ree Morton",1973,"Moma",21933
"85082","Newfoundland Drawing","Ree Morton",1973,"Moma",21934
"85083","Trumpet Weed","Ree Morton",1974,"Moma",21935
"85084","Weeds of the Northeast #5","Ree Morton",1974,"Moma",21936
"85085","Manipulations of the Organic (From Louis Sullivan #1)","Ree Morton",1977,"Moma",21937
"85086","Skyscraper","Robert Moskowitz",1996,"Moma",21938
"85087","Blue Mill","Robert Moskowitz",1998,"Moma",21939
"85088","Diver","Robert Moskowitz",2002,"Moma",21940
"85089","Diver","Robert Moskowitz",2002,"Moma",21941
"85090","Open Paper Painting, #1","Robert Motherwell",1975,"Moma",21942
"85091","Open Study #8","Robert Motherwell",1968,"Moma",21943
"85092","Open Drawing","Robert Motherwell",1967,"Moma",21944
"85093","Open Study #8A (In Blue with Black Line)","Robert Motherwell",1968,"Moma",21945
"85094","Untitled","Sandeep Mukherjee",2002,"Moma",21946
"85095","Untitled","Sandeep Mukherjee",2002,"Moma",21947
"85096","Pollock Sketchbook (Retrospective at MoMA, 1967)","Dave Muller",1998,"Moma",21948
"85097","Blue Study (Four Subs and a Snoopy)","Dave Muller",2001,"Moma",21949
"85098","Sprawling #55, 61, 62, 63 and 64","Dave Muller",2002,"Moma",21950
"85099","Untitled (Stretching Death Cloak)","Matt Mullican",1974,"Moma",21951
"85100","Alexander in Babylon","J.P. Munro",2003,"Moma",21952
"85101","Untitled (I came here to make...)","Muntean/Rosenblum, Markus Muntean, Adi Rosenblum",2002,"Moma",21953
"85102","Untitled (Everybody is a star...)","Muntean/Rosenblum, Adi Rosenblum, Markus Muntean",2002,"Moma",21954
"85103","Untitled (But we think that...)","Muntean/Rosenblum",2003,"Moma",21955
"85104","Untitled (Reality doesn't mean...)","Muntean/Rosenblum",2003,"Moma",21956
"85105","Untitled (What's in the world...)","Muntean/Rosenblum, Markus Muntean, Adi Rosenblum",2003,"Moma",21957
"85106","Untitled (What's the meaning...)","Muntean/Rosenblum",2003,"Moma",21958
"85107","Untitled (It isn't so much...)","Muntean/Rosenblum",2003,"Moma",21959
"85108","Drawing for 'Dream of Opposite World'","Takashi Murakami",1999,"Moma",21960
"85109","Kinoko Drawing","Takashi Murakami",2000,"Moma",21961
"85110","Study for Mushroom Painting #5","Takashi Murakami",2000,"Moma",21962
"85111","Contact Drawing","Takashi Murakami",2000,"Moma",21963
"85112","Paint Jacket Pockets","Catherine Murphy",2002,"Moma",21964
"85113","Button","Elizabeth Murray",1993,"Moma",21965
"85114","Yo Mama","Wangechi Mutu",2003,"Moma",21966
"85115","Untitled (Nothing)","Scott Myles",2002,"Moma",21967
"85116","namenlos/Licht","Rei Naito",1999,"Moma",21968
"85117","namenlos/Licht","Rei Naito",1999,"Moma",21969
"85118","Drinks","Tracy Nakayama",2003,"Moma",21970
"85119","Eats","Tracy Nakayama",2002,"Moma",21971
"85120","Laurel Canyon Couple","Tracy Nakayama",2003,"Moma",21972
"85121","Paisley Pillow","Tracy Nakayama",2003,"Moma",21973
"85122","Last Kamikaze","Yoshitomo Nara",1997,"Moma",21974
"85123","Untitled","Yoshitomo Nara",2000,"Moma",21975
"85124","Round Eyes Ghost - II","Yoshitomo Nara",2002,"Moma",21976
"85125","Untitled","James Nares",2004,"Moma",21977
"85126","Perfect Odor","Bruce Nauman",1973,"Moma",21978
"85127","Untitled","Bruce Nauman",1994,"Moma",21979
"85128","Dream duck Pearl","Ernesto Neto",1999,"Moma",21980
"85129","Untitled","Ernesto Neto",2002,"Moma",21981
"85130","Untitled","Ernesto Neto",2002,"Moma",21982
"85131","Lonely Deserts","Ernesto Neto",2003,"Moma",21983
"85132","My Body and the Dry Well","Ernesto Neto",2003,"Moma",21984
"85133","Bridge Bathers","Graham Nickson",1984,"Moma",21985
"85134","Study for Archelogia II","Graham Nickson",1984,"Moma",21986
"85135","a: funken 4z, b: funken 13z","Carsten Nicolai",2003,"Moma",21987
"85136","a: Octogon Cluster 1, b: Octogon Cluster 2, c: Octogon Cluster 3","Carsten Nicolai",2002,"Moma",21988
"85137","A.H.","Frank Nitsche",1992,"Moma",21989
"85138","Untitled (21.12.01)","Frank Nitsche",2001,"Moma",21990
"85139","Untitled (17.03.02)","Frank Nitsche",2002,"Moma",21991
"85140","Untitled (17.03.02)","Frank Nitsche",2002,"Moma",21992
"85141","Untitled (22.01.02)","Frank Nitsche",2002,"Moma",21993
"85142","Aimless Suite (from Doley)","Paul Noble",1995,"Moma",21994
"85143","Untitled (Log Cabin)","Cady Noland",1990,"Moma",21995
"85144","Untitled Xerox Cut-Out (Betty Ford / Alcoholism)","Cady Noland",1993,"Moma",21996
"85145","Untitled Xerox Cut-Out (Burt Reynolds/Dillinger)","Cady Noland",1993,"Moma",21997
"85146","Untitled Xerox Cut-Out (Squeaky Fromme/Gerald Ford)","Cady Noland",1993,"Moma",21998
"85147","Untitled  (study for Publyck Sculpture)","Cady Noland",1993,"Moma",21999
"85148","The Tower of Terror Studies","Cady Noland",1994,"Moma",22000
"85149","Snowy Owl","David Noonan",2003,"Moma",22001
"85150","Snowy Owl","David Noonan",2003,"Moma",22002
"85151","Alphabetical Order","Jockum Nordström",2003,"Moma",22003
"85152","Back at Work","Jockum Nordström",2003,"Moma",22004
"85153","Who Wrote What","Jockum Nordström",2003,"Moma",22005
"85154","Running Mad","Jim Nutt",1969,"Moma",22006
"85155","A Certain Distance Between Them","Jim Nutt",1975,"Moma",22007
"85156","Please Listen to Me","Jim Nutt",1975,"Moma",22008
"85157","Drawing for Suit","Jim Nutt",2001,"Moma",22009
"85158","Nuzzied","John J. O'Connor",2004,"Moma",22010
"85159","Cast the Nets II, In Netz gegangen II","Marcel Odenbach",2000,"Moma",22011
"85160","The Lost of One Identity","Marcel Odenbach",2000,"Moma",22012
"85161","Bamberg Pattern","Marcel Odenbach",2001,"Moma",22013
"85162","Edelweisspiraten (Edelweiss Pirates)","Marcel Odenbach",2001,"Moma",22014
"85163","Untitled (Jalousie Collage)","Marcel Odenbach",2002,"Moma",22015
"85164","Black and White","Marcel Odenbach",2003,"Moma",22016
"85165","Ruderer","Marcel Odenbach",2002,"Moma",22017
"85166","You Can't See the Forest for the Trees","Marcel Odenbach",2003,"Moma",22018
"85167","Untitled","Albert Oehlen",1983,"Moma",22019
"85168","Untitled","Albert Oehlen",1996,"Moma",22020
"85169","Untitled (Albert himself with horse)","Albert Oehlen",1987,"Moma",22021
"85170","Untitled","Albert Oehlen",2003,"Moma",22022
"85171","Untitled","Albert Oehlen",2003,"Moma",22023
"85172","Black Cinema","Chris Ofili",2003,"Moma",22024
"85173","Untitled","Chris Ofili",2003,"Moma",22025
"85174","Proposal for a Sculpture in the Form of a Faucet and Shower Hose for Stockholm Harbor","Claes Oldenburg, Coosje van Bruggen",1997,"Moma",22026
"85175","Galilee Sea","Jules Olitski",1999,"Moma",22027
"85176","Orange Rapture Spread","Jules Olitski",2001,"Moma",22028
"85177","April Dream: Red and Yellow","Jules Olitski",2003,"Moma",22029
"85178","January Dream, Blue","Jules Olitski",2003,"Moma",22030
"85179","Temptation: Red and Yellow","Jules Olitski",2003,"Moma",22031
"85180","Is Display Art or Is Art Display","Paulina Olowska",2004,"Moma",22032
"85181","Vera","Paulina Olowska",2004,"Moma",22033
"85182","Homeland Defense","David Opdyke",2002,"Moma",22034
"85183","Iraquiburb","David Opdyke",2002,"Moma",22035
"85184","Suburbanistan","David Opdyke",2002,"Moma",22036
"85185","Untitled from the series 'Ten Thousand Things That Breathe'","Renato Orara",2003,"Moma",22037
"85186","Untitled from the series 'Ten Thousand Things That Breathe'","Renato Orara",1999,"Moma",22038
"85187","Untitled from the series 'Ten Thousand Things That Breathe'","Renato Orara",1998,"Moma",22039
"85188","Untitled from the series 'Ten Thousand Things That Breathe'","Renato Orara",2004,"Moma",22040
"85189","Untitled from the series 'Ten Thousand Things That Breathe'","Renato Orara",2003,"Moma",22041
"85190","Untitled from the series 'Ten Thousand Things That Breathe'","Renato Orara",1998,"Moma",22042
"85191","Untitled from the series 'Ten Thousand Things That Breathe'","Renato Orara",2004,"Moma",22043
"85192","Untitled from the series 'Ten Thousand Things That Breathe'","Renato Orara",2003,"Moma",22044
"85193","Fear Not","Gabriel Orozco",2001,"Moma",22045
"85194","Fear Not","Gabriel Orozco",2001,"Moma",22046
"85195","Ticket - Alitalia","Gabriel Orozco",2001,"Moma",22047
"85196","Untitled","Gabriel Orozco",2002,"Moma",22048
"85197","Untitled (Scientist and Pond)","Christopher Orr",2003,"Moma",22049
"85198","Untitled (Observations #2)","Christopher Orr",2004,"Moma",22050
"85199","Landscape Couple (I and II)","Sally Osborn",2003,"Moma",22051
"85200","Untitled (Nature I and II)","Sally Osborn",2003,"Moma",22052
"85201","Mylanta/Soventol/Nootpon/Advil","Tony Oursler",1994,"Moma",22053
"85202","Pink Sink","Robert Overby",1989,"Moma",22054
"85203","What My Eyes Shall See","Robert Overby",1989,"Moma",22055
"85204","Gender II","Robert Overby",1992,"Moma",22056
"85205","Pop Lib","Robert Overby",1989,"Moma",22057
"85206","Untitled","Robert Overby",1992,"Moma",22058
"85207","Untitled","Laura Owens",2003,"Moma",22059
"85208","Untitled","Laura Owens",2003,"Moma",22060
"85209","Untitled","Laura Owens",2003,"Moma",22061
"85210","Untitled","Laura Owens",2003,"Moma",22062
"85211","Untitled","Laura Owens",2003,"Moma",22063
"85212","Untitled","Laura Owens",2003,"Moma",22064
"85213","Untitled","Paul P.",2003,"Moma",22065
"85214","Untitled","Paul P.",2002,"Moma",22066
"85215","Untitled","Paul P.",2002,"Moma",22067
"85216","Untitled","Paul P.",2003,"Moma",22068
"85217","Untitled","Paul P.",2003,"Moma",22069
"85218","Untitled","Paul P.",2003,"Moma",22070
"85219","Untitled","Paul P.",2003,"Moma",22071
"85220","Untitled","Paul P.",2003,"Moma",22072
"85221","Untitled","Paul P.",2003,"Moma",22073
"85222","Untitled","Paul P.",2003,"Moma",22074
"85223","Untitled","Paul P.",2003,"Moma",22075
"85224","Untitled","Paul P.",2003,"Moma",22076
"85225","Untitled","Paul P.",2003,"Moma",22077
"85226","Untitled","Paul P.",2003,"Moma",22078
"85227","Untitled","Paul P.",2003,"Moma",22079
"85228","Untitled","Paul P.",2003,"Moma",22080
"85229","Untitled","Paul P.",2003,"Moma",22081
"85230","Untitled","Paul P.",2003,"Moma",22082
"85231","Untitled","Paul P.",2003,"Moma",22083
"85232","Untitled","Paul P.",2003,"Moma",22084
"85233","Untitled","Paul P.",2003,"Moma",22085
"85234","Untitled","Paul P.",2003,"Moma",22086
"85235","Untitled","Paul P.",2003,"Moma",22087
"85236","Untitled","Paul P.",2003,"Moma",22088
"85237","Untitled","Paul P.",2003,"Moma",22089
"85238","Untitled","Paul P.",2003,"Moma",22090
"85239","Untitled","Paul P.",2003,"Moma",22091
"85240","Untitled","Blinky Palermo",1971,"Moma",22092
"85241","Untitled","Blinky Palermo",1965,"Moma",22093
"85242","Blaues Dreieck","Blinky Palermo",1969,"Moma",22094
"85243","Entwurf für Graphik zur Wandmalerei, Bremerhaven","Blinky Palermo",1971,"Moma",22095
"85244","Air Mail (Lettre de Turin-Lettre de Paris)","Gina Pane",1970,"Moma",22096
"85245","Untitled #1","Jorge Pardo",2000,"Moma",22097
"85246","Untitled #10","Jorge Pardo",2000,"Moma",22098
"85247","Untitled #3","Jorge Pardo",2000,"Moma",22099
"85248","Untitled #6","Jorge Pardo",2000,"Moma",22100
"85249","Untitled #8","Jorge Pardo",2000,"Moma",22101
"85250","Untitled #9","Jorge Pardo",2000,"Moma",22102
"85251","Untitled","Jorge Pardo",2003,"Moma",22103
"85252","Engagement Ring Drawing (As Long as it Lasted), reclaimed gold engagement ring drawn into wire, scratches on glass made by a diamond","Cornelia Parker",2002,"Moma",22104
"85253","Forces of Some Nature","Erik Parker",2004,"Moma",22105
"85254","Nobody Knows Were You Are (How Near or How Far)","Erik Parker",2004,"Moma",22106
"85255","El sueño de una cosa","Philippe Parreno",2001,"Moma",22107
"85256","Information Is Leaking","Philippe Parreno",2001,"Moma",22108
"85257","Detours (I feel fat)","Ester Partegàs",2002,"Moma",22109
"85258","Detours (Some days I feel so worthless)","Ester Partegàs",2002,"Moma",22110
"85259","Detours (This is my vacation)","Ester Partegàs",2002,"Moma",22111
"85260","Stills from ""The Perfect Ride"" Animation","Jennifer Pastor",2003,"Moma",22112
"85261","Dépêche-toi!","Seb Patane",2004,"Moma",22113
"85262","Four Generations","Seb Patane",2004,"Moma",22114
"85263","Miss Winifred Fraser","Seb Patane",2004,"Moma",22115
"85264","Return to Port","Seb Patane",2004,"Moma",22116
"85265","The Marionettes in the Convent","Seb Patane",2004,"Moma",22117
"85266","Colour Study for the Ambulance Station","Toby Paterson",2003,"Moma",22118
"85267","Bla Bla","A.R. Penck (Ralf Winkler)",1974,"Moma",22119
"85268","Untitled","A.R. Penck (Ralf Winkler)",1969,"Moma",22120
"85269","Untitled","A.R. Penck (Ralf Winkler)",1969,"Moma",22121
"85270","Untitled","A.R. Penck (Ralf Winkler)",1974,"Moma",22122
"85271","Untitled","A.R. Penck (Ralf Winkler)",1967,"Moma",22123
"85272","Untitled","A.R. Penck (Ralf Winkler)",1967,"Moma",22124
"85273","Untitled","A.R. Penck (Ralf Winkler)",1967,"Moma",22125
"85274","Untitled","A.R. Penck (Ralf Winkler)",1967,"Moma",22126
"85275","Untitled","A.R. Penck (Ralf Winkler)",1974,"Moma",22127
"85276","Falsche Form","A.R. Penck (Ralf Winkler)",1974,"Moma",22128
"85277","Falsche Perspektive","A.R. Penck (Ralf Winkler)",1974,"Moma",22129
"85278","Negatives Leben","A.R. Penck (Ralf Winkler)",1974,"Moma",22130
"85279","Quälerei","A.R. Penck (Ralf Winkler)",1974,"Moma",22131
"85280","Untitled","A.R. Penck (Ralf Winkler)",1974,"Moma",22132
"85281","Untitled","A.R. Penck (Ralf Winkler)",1974,"Moma",22133
"85282","Untitled","A.R. Penck (Ralf Winkler)",1974,"Moma",22134
"85283","Untitled","A.R. Penck (Ralf Winkler)",1974,"Moma",22135
"85284","Untitled (Selbstportrait)","A.R. Penck (Ralf Winkler)",1980,"Moma",22136
"85285","Untitled (Kopf)","A.R. Penck (Ralf Winkler)",1980,"Moma",22137
"85286","Selbst (Prag)","A.R. Penck (Ralf Winkler)",1987,"Moma",22138
"85287","Selbst","A.R. Penck (Ralf Winkler)",1987,"Moma",22139
"85288","Untitled (Selbstbildnis)","A.R. Penck (Ralf Winkler)",1987,"Moma",22140
"85289","Untitled (Selbstbildnis)","A.R. Penck (Ralf Winkler)",1987,"Moma",22141
"85290","Untitled (Selbstportrait)","A.R. Penck (Ralf Winkler)",1987,"Moma",22142
"85291","Untitled (Selbstportrait)","A.R. Penck (Ralf Winkler)",1987,"Moma",22143
"85292","Untitled (Selbstportrait)","A.R. Penck (Ralf Winkler)",1973,"Moma",22144
"85293","Untitled (Selbstportrait)","A.R. Penck (Ralf Winkler)",1987,"Moma",22145
"85294","Untitled (Selbstportrait)","A.R. Penck (Ralf Winkler)",1987,"Moma",22146
"85295","Untitled (Selbstportrait)","A.R. Penck (Ralf Winkler)",1987,"Moma",22147
"85296","Untitled (Selbstportrait)","A.R. Penck (Ralf Winkler)",1987,"Moma",22148
"85297","Untitled (Selbstportrait)","A.R. Penck (Ralf Winkler)",1987,"Moma",22149
"85298","Untitled","A.R. Penck (Ralf Winkler)",1987,"Moma",22150
"85299","Una pelle di spine","Giuseppe Penone",2001,"Moma",22151
"85300","Double Mickey","Joyce Pensato",2003,"Moma",22152
"85301","Mickey","Joyce Pensato",2003,"Moma",22153
"85302","Felix","Joyce Pensato",2004,"Moma",22154
"85303","Knuckleduster II","Simon Periton",2003,"Moma",22155
"85304","Smoke Screen I","Simon Periton",2003,"Moma",22156
"85305","Untitled (Assembly Line)","Jenny Perlin",2002,"Moma",22157
"85306","Untitled","Manfred Pernice",1996,"Moma",22158
"85307","Untitled","Manfred Pernice",1998,"Moma",22159
